Run	Period	ID	PDivorce	PEnd Relationship	PMarriage	PRelationship Initial	PSex	PSex Initial	Abortionsin Lifetime	Agein Years	Agein Years Index	Agent Size	Available	Birthsin Lifetime	Dayin Cycle	Dayof Last Sex	Daysin Current Relationship	Female Code	In Relationship	Male Code	Married Code	Miscarriagesin Lifetime	Name	Poor Birthsin Lifetime	Pregnanciesin Lifetime	Projected Dayof Abortion	Projected Dayof Birth	Projected Dayof Miscarriage	Ratio Pregnanciesto Sex Events	Rhythm Method User	Sex Countin Lifetime	Sex Countin Relationship	Sex Partnersin Lifetime	Spouse ID	Sterilization Choices	Unmarried Code	SES	Age Group	Coital Behavior Type	Contraception Method	Education	Gender	Marital Status	Partner Contraception Method	Pregnancy Status	Race	
1	1365	2509	0.0	0.00841912621723038	0.0	0.5340132593635354	0.03292415561305465	0.03292415561305465	0	23	8	5	false	0	16	1277	3	0	true	1	0	0	Adult 10	0	0	0	0	0	0.0	false	46	0	13	0	0	1	Category 3	20 to 24	Very Low Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	6319	0.0	0.02107185302915028	0.0	0.5761994034008876	0.04275260708362995	0.04275260708362995	0	36	21	5	false	0	21	1119	0	0	false	1	0	0	Adult 11	0	0	0	0	0	0.0	false	37	0	19	0	0	1	Category 3	30 to 44	Very Low Frequency	Condom Medium Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	2221	0.0	0.021169835934030976	0.0	0.7748043268934093	1.0	1.0	0	22	7	5	false	0	2	1353	45	0	true	1	0	0	Adult 12	0	0	0	0	0	0.0	false	316	1	23	0	0	1	Category 2	20 to 24	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	9281	0.0	0.007156633156251815	0.0	0.6868517025584877	1.0	1.0	0	35	20	5	false	0	7	923	0	0	false	1	0	0	Adult 13	0	0	0	0	0	0.0	false	866	0	18	0	0	1	Category 3	30 to 44	Moderate Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	7405	0.0	0.02142862087313642	0.0	0.6879938776409795	0.0509230790307395	0.0509230790307395	0	30	15	5	false	0	22	1096	12	0	true	1	0	0	Adult 14	0	0	0	0	0	0.0	false	61	0	22	0	0	1	Category 2	30 to 44	Very Low Frequency	Condom Medium Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	7701	0.0	0.010593320204880134	0.0	0.6237652272249765	5.100970575634729E-4	5.100970575634729E-4	0	41	26	5	false	0	8	531	17	0	true	1	0	0	Adult 15	0	0	0	0	0	0.0	false	1	0	1	0	0	1	Category 3	30 to 44	Very Low Frequency	Condom Medium Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	5102	0.0	0.013634672241825511	0.0	0.7412040176806347	0.04198280367510933	0.04198280367510933	0	42	27	5	false	0	3	1352	42	0	true	1	0	0	Adult 16	0	0	0	0	0	0.0	false	22	2	12	0	0	1	Category 3	30 to 44	Very Low Frequency	Condom High Intender	NHS	Male	Single	Partner Sterilized	Not Pregnant	Hispanic	
1	1365	1538	0.0	4.477552420132511E-4	0.0	0.7257680155704358	0.05661642031391415	0.05661642031391415	0	18	3	5	false	0	15	1359	135	0	true	1	0	0	Adult 17	0	0	0	0	0	0.0	false	27	8	3	0	0	1	Category 2	15 to 19	Very Low Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	8926	0.0	0.01168210894836906	0.0	0.9256453355797742	0.022027685549628584	0.022027685549628584	0	39	24	5	false	0	24	1267	85	0	true	1	0	0	Adult 18	0	0	0	0	0	0.0	false	3	0	1	0	0	1	Category 1	30 to 44	Very Low Frequency	None	HS	Male	Single	Partner Sterilized	Not Pregnant	White	
1	1365	2746	0.0	0.007489066916900386	0.0	0.5468290245487065	1.0	1.0	0	22	7	5	false	0	11	1359	44	0	true	1	0	0	Adult 19	0	0	0	0	0	0.0	false	40	1	11	0	0	1	Category 2	20 to 24	Moderate Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	2936	0.0	0.021109710481309267	0.0	0.5830501830122081	0.009324150157062736	0.009324150157062736	0	20	5	5	false	0	8	742	0	0	false	1	0	0	Adult 20	0	0	0	0	0	0.0	false	9	0	9	0	0	1	Category 1	20 to 24	Very Low Frequency	Condom Medium Intender	HS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	8211	0.0	0.013590776169495613	0.0	0.9736790025328654	0.002134991189068728	0.002134991189068728	0	44	29	5	false	0	5	717	171	0	true	1	0	0	Adult 21	0	0	0	0	0	0.0	false	4	0	4	0	0	1	Category 4	30 to 44	Very Low Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	862	0.0	0.012935607483258046	0.0	0.5519814101542904	1.0	1.0	0	15	0	5	false	0	13	1286	60	0	true	1	0	0	Adult 22	0	0	0	0	0	0.0	false	253	0	14	0	0	1	Category 2	15 to 19	Moderate Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	6032	0.0	0.01580139224410834	0.0	0.9229733396061	1.0	1.0	0	39	24	5	false	0	16	1358	9	0	true	1	0	0	Adult 23	0	0	0	0	0	0.0	false	89	1	29	0	0	1	Category 4	30 to 44	Moderate Frequency	Sterilized	PHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	2895	0.0	0.00938442668118993	0.0	0.8999718032328115	1.0	1.0	0	20	5	5	false	0	22	1365	88	0	true	1	0	0	Adult 24	0	0	0	0	0	0.0	false	242	89	8	0	0	1	Category 1	20 to 24	Moderate Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	614	0.0	0.005747983911749978	0.0	0.6077390935504551	0.03255531240185427	0.03255531240185427	0	17	2	5	false	0	2	1357	19	0	true	1	0	0	Adult 25	0	0	0	0	0	0.0	false	49	1	13	0	0	1	Category 3	15 to 19	Very Low Frequency	Condom Medium Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	6091	0.0	0.017621459857872213	0.0	0.7000339416324287	1.0	1.0	0	32	17	5	false	0	7	1365	40	0	true	1	0	0	Adult 26	0	0	0	0	0	0.0	false	1294	41	41	0	0	1	Category 2	30 to 44	Moderate Frequency	Condom Medium Intender	PHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	374	0.0	0.013354253237600602	0.0	0.9608874128268872	1.0	1.0	0	15	0	5	false	0	23	1185	9	0	true	1	0	0	Adult 27	0	0	0	0	0	0.0	false	14	0	9	0	0	1	Category 2	15 to 19	Moderate Frequency	None	NHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	8615	0.0	0.007492362181644628	0.0	0.6528070768120133	0.0036434137303403996	0.0036434137303403996	0	37	22	5	false	0	2	441	50	0	true	1	0	0	Adult 28	0	0	0	0	0	0.0	false	1	0	1	0	0	1	Category 3	30 to 44	Very Low Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	8147	0.0	0.01945368498510836	0.0	0.6014045275139944	0.04905060621358622	0.04905060621358622	0	43	28	5	false	0	1	976	5	0	true	1	0	0	Adult 29	0	0	0	0	0	0.0	false	36	0	15	0	0	1	Category 2	30 to 44	Very Low Frequency	Condom Medium Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	891	0.0	0.01353218081334159	0.0	0.9460635749916485	0.00394372795678799	0.00394372795678799	0	17	2	5	false	0	16	209	6	0	true	1	0	0	Adult 30	0	0	0	0	0	0.0	false	1	0	1	0	0	1	Category 2	15 to 19	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	4015	0.0	0.008049388051414313	0.0	0.9655550139202964	1.0	1.0	0	26	11	5	false	0	7	1364	172	0	true	1	0	0	Adult 31	0	0	0	0	0	0.0	false	43	6	9	0	0	1	Category 2	25 to 29	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1990	0.0	0.013597946673041808	0.0	0.7765538353472503	1.0	1.0	0	20	5	5	false	0	10	1360	68	0	true	1	0	0	Adult 32	0	0	0	0	0	0.0	false	83	6	26	0	0	1	Category 3	20 to 24	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	3823	0.0	0.005440511806225891	0.0	0.8737195809651623	1.0	1.0	0	25	10	5	false	0	27	1365	16	0	true	1	0	0	Adult 33	0	0	0	0	0	0.0	false	1060	17	17	0	0	1	Category 4	25 to 29	Moderate Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1351	0.0	0.023419922370303884	0.0	0.5966859427038678	1.0	1.0	0	18	3	5	false	0	17	1365	8	0	true	1	0	0	Adult 34	0	0	0	0	0	0.0	false	700	1	32	0	0	1	Category 4	15 to 19	Moderate Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	3081	0.0	0.015555356997427086	0.0	0.5831348345482743	1.0	1.0	0	22	7	5	false	0	21	233	0	0	false	1	0	0	Adult 35	0	0	0	0	0	0.0	false	203	0	7	0	0	1	Category 2	20 to 24	Moderate Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	9726	0.0	0.0014035220651843696	0.0	0.6677585503293444	1.0	1.0	0	31	16	5	false	0	11	1332	18	0	true	1	0	0	Adult 36	0	0	0	0	0	0.0	false	52	0	18	0	0	1	Category 3	30 to 44	Moderate Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1357	0.0	0.021415076213609413	0.0	0.9144994100083341	0.03443638833063068	0.03443638833063068	0	19	4	5	false	0	20	1311	3	0	true	1	0	0	Adult 37	0	0	0	0	0	0.0	false	13	0	6	0	0	1	Category 1	15 to 19	Very Low Frequency	Condom Medium Intender	HS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	1388	0.0	0.0027601535174026355	0.0	0.8281380978044883	1.0	1.0	0	19	4	5	false	0	5	1306	180	0	true	1	0	0	Adult 38	0	0	0	0	0	0.0	false	65	4	10	0	0	1	Category 4	15 to 19	Moderate Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	1706	0.0	0.010378214172752493	0.0	0.8892973628921872	1.0	1.0	0	20	5	5	false	0	22	911	15	0	true	1	0	0	Adult 39	0	0	0	0	0	0.0	false	3	0	2	0	0	1	Category 1	20 to 24	Moderate Frequency	Condom High Intender	NHS	Male	Single	Partner Sterilized	Not Pregnant	Hispanic	
1	1365	8672	0.0	0.0073400853754941	0.0	0.8033946160136811	0.029463120098756346	0.029463120098756346	0	39	24	5	false	0	7	-1	0	0	false	1	0	0	Adult 40	0	0	0	0	0	0.0	false	0	0	0	0	0	1	Category 1	30 to 44	Very Low Frequency	Condom Medium Intender	HS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	4006	0.0	0.002068196021868528	0.0	0.95747186389951	0.021402545733235998	0.021402545733235998	0	28	13	5	false	0	10	1298	65	0	true	1	0	0	Adult 41	0	0	0	0	0	0.0	false	27	0	13	0	0	1	Category 4	25 to 29	Very Low Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	4666	0.0	0.01809188765466869	0.0	0.5601174272201637	0.04971020007771058	0.04971020007771058	0	26	11	5	false	0	10	1361	0	0	true	1	0	0	Adult 42	0	0	0	0	0	0.0	false	13	0	7	0	0	1	Category 2	25 to 29	Very Low Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	5333	0.0	0.011912765253273673	0.0	0.624633956044055	1.0	1.0	0	36	21	5	false	0	17	1305	0	0	false	1	0	0	Adult 43	0	0	0	0	0	0.0	false	1160	0	25	0	0	1	Category 2	30 to 44	Moderate Frequency	None	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	2593	0.0	0.003454447660304136	0.0	0.5197586657217677	1.0	1.0	0	22	7	5	false	0	15	1351	0	0	false	1	0	0	Adult 44	0	0	0	0	0	0.0	false	1149	0	19	0	0	1	Category 3	20 to 24	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	989	0.0	0.005257594410317296	0.0	0.8649360550845013	0.015784252538266978	0.015784252538266978	0	17	2	5	false	0	26	730	5	0	true	1	0	0	Adult 45	0	0	0	0	0	0.0	false	16	0	6	0	0	1	Category 4	15 to 19	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	6423	0.0	0.004225223273421644	0.0	0.5148988711624722	0.053278191519075375	0.053278191519075375	0	41	26	5	false	0	25	911	0	0	false	1	0	0	Adult 46	0	0	0	0	0	0.0	false	46	0	9	0	0	1	Category 2	30 to 44	Very Low Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	2262	0.0	0.014497210219415017	0.0	0.6798605117397293	1.0	1.0	0	20	5	5	false	0	10	1365	5	0	true	1	0	0	Adult 47	0	0	0	0	0	0.0	false	1302	6	40	0	0	1	Category 4	20 to 24	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	8507	0.0	0.008261773610400121	0.0	0.5322740129291329	0.05089672594497675	0.05089672594497675	0	34	19	5	false	0	11	1353	26	0	true	1	0	0	Adult 48	0	0	0	0	0	0.0	false	11	1	5	0	0	1	Category 2	30 to 44	Very Low Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	1191	0.0	0.014634517269624201	0.0	0.8360282184435914	1.0	1.0	0	19	4	5	false	0	6	-1	0	0	false	1	0	0	Adult 49	0	0	0	0	0	0.0	false	0	0	0	0	0	1	Category 1	15 to 19	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	9355	0.0	0.006503566042555963	0.0	0.5389855103995596	1.0	1.0	0	37	22	5	false	0	20	948	0	0	false	1	0	0	Adult 50	0	0	0	0	0	0.0	false	21	0	10	0	0	1	Category 3	30 to 44	Moderate Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1622	0.0	1.2677861139607672E-5	0.0	0.5244188475650735	0.01565007181306385	0.01565007181306385	0	19	4	5	false	0	12	1362	156	0	true	1	0	0	Adult 51	0	0	0	0	0	0.0	false	13	3	6	0	0	1	Category 2	15 to 19	Very Low Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	3897	0.0	0.013734272383319092	0.0	0.5799054503306325	0.005422301384249365	0.005422301384249365	0	25	10	5	false	0	16	1160	0	0	true	1	0	0	Adult 52	0	0	0	0	0	0.0	false	5	0	5	0	0	1	Category 4	25 to 29	Very Low Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	6247	0.0	0.02318681511914882	0.0	0.9795950595938261	0.04236223175067958	0.04236223175067958	0	34	19	5	false	0	18	1363	9	0	true	1	0	0	Adult 53	0	0	0	0	0	0.0	false	62	1	28	0	0	1	Category 1	30 to 44	Very Low Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	5186	0.0	0.018749404519167054	0.0	0.8571470994444198	0.026511737842831205	0.026511737842831205	0	44	29	5	false	0	27	713	0	0	false	1	0	0	Adult 54	0	0	0	0	0	0.0	false	2	0	2	0	0	1	Category 1	30 to 44	Very Low Frequency	Condom Medium Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	9056	0.0	0.0027935507393584756	0.0	0.5405343367591192	1.0	1.0	0	31	16	5	false	0	3	1307	0	0	false	1	0	0	Adult 55	0	0	0	0	0	0.0	false	464	0	11	0	0	1	Category 1	30 to 44	High Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	7979	0.0	0.016870528680463116	0.0	0.6656259280608519	1.0	1.0	0	34	19	5	false	0	22	1314	71	0	true	1	0	0	Adult 56	0	0	0	0	0	0.0	false	229	1	15	0	0	1	Category 3	30 to 44	Moderate Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	3302	0.0	0.014231529714742642	0.0	0.7030462027821411	1.0	1.0	0	28	13	5	false	0	5	1354	8	0	true	1	0	0	Adult 57	0	0	0	0	0	0.0	false	29	0	11	0	0	1	Category 1	25 to 29	Moderate Frequency	None	NHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	6100	0.0	0.012981784904385838	0.0	0.50785363965545	0.048402174089890275	0.048402174089890275	0	32	17	5	false	0	6	1101	7	0	true	1	0	0	Adult 58	0	0	0	0	0	0.0	false	32	0	12	0	0	1	Category 1	30 to 44	Very Low Frequency	Sterilized	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	747	0.0	0.015168731759565535	0.0	0.9780870953648524	0.017722203744938197	0.017722203744938197	0	16	1	5	false	0	11	1256	21	0	true	1	0	0	Adult 59	0	0	0	0	0	0.0	false	20	0	11	0	0	1	Category 3	15 to 19	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	6684	0.0	0.012222583236639795	0.0	0.8280695820579487	1.0	1.0	0	31	16	5	false	0	17	1365	50	0	true	1	0	0	Adult 60	0	0	0	0	0	0.0	false	1243	51	37	0	0	1	Category 4	30 to 44	Moderate Frequency	Sterilized	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	193	0.0	0.004889865993549304	0.0	0.6362167516900934	1.0	1.0	0	16	1	5	false	0	11	913	348	0	true	1	0	0	Adult 61	0	0	0	0	0	0.0	false	857	0	9	0	0	1	Category 3	15 to 19	High Frequency	None	NHS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	1205	0.0	0.018269506221088836	0.0	0.5736078843391402	1.0	1.0	0	19	4	5	false	0	27	-1	0	0	false	1	0	0	Adult 62	0	0	0	0	0	0.0	false	0	0	0	0	0	1	Category 3	15 to 19	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	56	0.0	0.01491055290256826	0.0	0.734259341516035	0.01071546468801535	0.01071546468801535	0	18	3	5	false	0	3	1299	95	0	true	1	0	0	Adult 63	0	0	0	0	0	0.0	false	3	1	3	0	0	1	Category 4	15 to 19	Very Low Frequency	Condom Medium Intender	NHS	Male	Single	Other Contraception	Not Pregnant	Other	
1	1365	1035	0.0	0.0029014075107832078	0.0	0.9497039339436705	1.0	1.0	0	17	2	5	false	0	19	1355	666	0	true	1	0	0	Adult 64	0	0	0	0	0	0.0	false	77	44	3	0	0	1	Category 2	15 to 19	Moderate Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1151	0.0	0.006488104975596085	0.0	0.7013620170200918	0.049807052607201995	0.049807052607201995	0	19	4	5	false	0	22	-1	0	0	false	1	0	0	Adult 65	0	0	0	0	0	0.0	false	0	0	0	0	0	1	Category 4	15 to 19	Very Low Frequency	Condom Medium Intender	PHS	Male	Single	Other Contraception	Not Pregnant	Other	
1	1365	7234	0.0	0.008564878651278968	0.0	0.8580337552846466	1.0	1.0	0	41	26	5	false	0	14	1337	66	0	true	1	0	0	Adult 66	0	0	0	0	0	0.0	false	141	4	20	0	0	1	Category 2	30 to 44	Moderate Frequency	Sterilized	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	733	0.0	0.01300681476446908	0.0	0.7644369380575081	0.012618715435053893	0.012618715435053893	0	17	2	5	false	0	5	1308	38	0	true	1	0	0	Adult 67	0	0	0	0	0	0.0	false	15	0	10	0	0	1	Category 2	15 to 19	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1322	0.0	0.011112587068907694	0.0	0.8046294379324408	0.024025511644633697	0.024025511644633697	0	18	3	5	false	0	12	1078	0	0	false	1	0	0	Adult 68	0	0	0	0	0	0.0	false	32	0	11	0	0	1	Category 4	15 to 19	Very Low Frequency	Condom High Intender	HS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	5111	0.0	0.016264196262105006	0.0	0.7609444491085525	1.0	1.0	0	38	23	5	false	0	7	1363	50	0	true	1	0	0	Adult 69	0	0	0	0	0	0.0	false	70	1	18	0	0	1	Category 3	30 to 44	Moderate Frequency	Sterilized	NHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	188	0.0	0.006707311963204084	0.0	0.7857950735325274	0.06109730106682127	0.06109730106682127	0	17	2	5	false	0	0	1363	109	0	true	1	0	0	Adult 70	0	0	0	0	0	0.0	false	90	7	31	0	0	1	Category 3	15 to 19	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	1259	0.0	0.012000091446865976	0.0	0.6074443254779651	1.0	1.0	0	19	4	5	false	0	1	1360	27	0	true	1	0	0	Adult 71	0	0	0	0	0	0.0	false	62	1	24	0	0	1	Category 3	15 to 19	Moderate Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	3637	0.0	0.005595522926261432	0.0	0.706952810447252	1.0	1.0	0	27	12	5	false	0	10	1365	11	0	true	1	0	0	Adult 72	0	0	0	0	0	0.0	false	1348	12	20	0	0	1	Category 2	25 to 29	Moderate Frequency	Condom High Intender	PHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	711	0.0	0.011774578840397421	0.0	0.9563005158094193	0.03511418860087441	0.03511418860087441	0	16	1	5	false	0	19	1349	60	0	true	1	0	0	Adult 73	0	0	0	0	0	0.0	false	47	3	21	0	0	1	Category 2	15 to 19	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	8770	0.0	0.022930726788097752	0.0	0.7138342034345908	0.03906370196856609	0.03906370196856609	0	31	16	5	false	0	11	1356	1	0	true	1	0	0	Adult 74	0	0	0	0	0	0.0	false	10	0	5	0	0	1	Category 1	30 to 44	Very Low Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	1515	0.0	0.0016681783550937582	0.0	0.8207445592207927	0.04042110032909461	0.04042110032909461	0	19	4	5	false	0	11	1361	456	0	true	1	0	0	Adult 75	0	0	0	0	0	0.0	false	53	23	7	0	0	1	Category 4	15 to 19	Very Low Frequency	Condom Medium Intender	HS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	3752	0.0	0.005392915854115406	0.0	0.8792132791030718	1.0	1.0	0	27	12	5	false	0	22	-1	0	0	false	1	0	0	Adult 76	0	0	0	0	0	0.0	false	0	0	0	0	0	1	Category 4	25 to 29	Moderate Frequency	None	PHS	Male	Single	Other Contraception	Not Pregnant	White	
1	1365	1354	0.0	0.005205608769682857	0.0	0.7616447329740541	1.0	1.0	0	18	3	5	false	0	5	1365	0	0	true	1	0	0	Adult 77	0	0	0	0	0	0.0	false	538	1	18	0	0	1	Category 2	15 to 19	High Frequency	None	HS	Male	Single	Other Contraception	Not Pregnant	Black	
1	1365	1775	0.0	0.018485882071769603	0.0	0.7203455416332232	0.07002099430463611	0.07002099430463611	0	22	7	5	false	0	8	818	0	0	false	1	0	0	Adult 78	0	0	0	0	0	0.0	false	7	0	4	0	0	1	Category 1	20 to 24	Very Low Frequency	Condom High Intender	NHS	Male	Single	Other Contraception	Not Pregnant	Hispanic	
1	1365	7231	0.0	6.252061404493148E-5	0.0	0.9751953232117959	1.0	1.0	0	41	26	5	false	0	16	1361	258	0	true	1	0	0	Adult 79	0	0	0	0	0	0.0	false	51	9	11	0	0	1	Category 2	30 to 44	High Frequency	None	PHS	Male	Single	Partner Sterilized	Not Pregnant	White	
