ID	SpouseID	Gender	MaritalStatus	AgeInYears	Education	SES	Race
9	0	Male	Single	19	NHS	Category 2	Other
3805	0	Male	Single	29	PHS	Category 3	White
9082	0	Male	Single	44	HS	Category 1	White
9173	0	Male	Single	30	HS	Category 3	White
3457	0	Male	Single	28	PHS	Category 4	Other
1800	0	Male	Single	21	NHS	Category 2	Hispanic
1438	0	Male	Single	19	HS	Category 4	White
3855	0	Male	Single	25	PHS	Category 4	White
8619	0	Male	Single	33	HS	Category 3	Black
846	0	Male	Single	17	NHS	Category 2	White
2350	0	Male	Single	22	PHS	Category 3	White
5985	0	Male	Single	32	PHS	Category 2	Hispanic
5588	0	Male	Single	40	PHS	Category 1	Black
1684	0	Male	Single	22	NHS	Category 3	Black
1267	0	Male	Single	19	PHS	Category 4	White
393	0	Male	Single	16	NHS	Category 3	Hispanic
7360	0	Male	Single	33	PHS	Category 3	White
736	0	Male	Single	16	NHS	Category 3	White
4352	0	Male	Single	25	HS	Category 4	Black
5892	0	Male	Single	32	PHS	Category 1	Hispanic
9639	0	Male	Single	41	HS	Category 2	White
2052	0	Male	Single	23	PHS	Category 2	Black
7518	0	Male	Single	33	PHS	Category 3	White
963	0	Male	Single	15	NHS	Category 2	White
789	0	Male	Single	17	NHS	Category 4	White
3452	0	Male	Single	25	PHS	Category 4	Other
8208	0	Male	Single	41	PHS	Category 2	White
4604	0	Male	Single	25	HS	Category 2	White
1475	0	Male	Single	19	HS	Category 2	White
8921	0	Male	Single	44	HS	Category 1	White
1729	0	Male	Single	23	NHS	Category 1	Hispanic
4097	0	Male	Single	27	PHS	Category 4	White
1662	0	Male	Single	21	NHS	Category 1	Other
109	0	Male	Single	15	NHS	Category 3	Black
1372	0	Male	Single	18	HS	Category 1	Hispanic
4690	0	Male	Single	27	HS	Category 2	White
2035	0	Male	Single	24	PHS	Category 4	Black
2441	0	Male	Single	20	PHS	Category 4	White
2844	0	Male	Single	22	HS	Category 2	Black
9482	0	Male	Single	30	HS	Category 4	White
5403	0	Male	Single	37	NHS	Category 2	White
4380	0	Male	Single	28	HS	Category 1	Hispanic
6236	0	Male	Single	37	PHS	Category 1	White
337	0	Male	Single	15	NHS	Category 3	Hispanic
9169	0	Male	Single	31	HS	Category 3	White
1399	0	Male	Single	18	HS	Category 2	Hispanic
8419	0	Male	Single	39	HS	Category 1	Black
533	0	Male	Single	16	NHS	Category 4	White
3189	0	Male	Single	22	HS	Category 2	White
7437	0	Male	Single	35	PHS	Category 2	White
3555	0	Male	Single	28	PHS	Category 3	Black
1523	0	Male	Single	18	HS	Category 4	White
1713	0	Male	Single	20	NHS	Category 1	Hispanic
848	0	Male	Single	15	NHS	Category 2	White
5987	0	Male	Single	31	PHS	Category 3	Hispanic
9061	0	Male	Single	43	HS	Category 1	White
41	0	Male	Single	15	NHS	Category 2	Other
7560	0	Male	Single	36	PHS	Category 3	White
6279	0	Male	Single	37	PHS	Category 1	White
8593	0	Male	Single	44	HS	Category 2	Black
3176	0	Male	Single	23	HS	Category 2	White
6498	0	Male	Single	44	PHS	Category 4	White
9563	0	Male	Single	30	HS	Category 2	White
8932	0	Male	Single	31	HS	Category 1	White
3638	0	Male	Single	26	PHS	Category 4	Hispanic
2938	0	Male	Single	23	HS	Category 1	Hispanic
9543	0	Male	Single	32	HS	Category 2	White
1883	0	Male	Single	24	NHS	Category 2	White
8850	0	Male	Single	33	HS	Category 3	Hispanic
9904	0	Male	Single	31	HS	Category 3	White
3082	0	Male	Single	23	HS	Category 2	White
4885	0	Male	Single	39	NHS	Category 1	Hispanic
7274	0	Male	Single	42	PHS	Category 2	White
4062	0	Male	Single	27	PHS	Category 3	White
336	0	Male	Single	15	NHS	Category 4	Hispanic
879	0	Male	Single	16	NHS	Category 4	White
5393	0	Male	Single	36	NHS	Category 2	White
551	0	Male	Single	15	NHS	Category 2	White
6645	0	Male	Single	42	PHS	Category 2	White
2542	0	Male	Single	23	PHS	Category 3	White
3971	0	Male	Single	29	PHS	Category 2	White
901	0	Male	Single	16	NHS	Category 3	White
1646	0	Male	Single	18	HS	Category 3	White
1567	0	Male	Single	18	HS	Category 2	White
2448	0	Male	Single	22	PHS	Category 3	White
6803	0	Male	Single	37	PHS	Category 2	White
1216	0	Male	Single	19	PHS	Category 2	White
2939	0	Male	Single	20	HS	Category 1	Hispanic
9479	0	Male	Single	41	HS	Category 2	White
6493	0	Male	Single	43	PHS	Category 2	White
9072	0	Male	Single	36	HS	Category 1	White
2925	0	Male	Single	23	HS	Category 1	Hispanic
787	0	Male	Single	16	NHS	Category 4	White
1393	0	Male	Single	19	HS	Category 3	Hispanic
504	0	Male	Single	15	NHS	Category 2	White
3278	0	Male	Single	29	NHS	Category 1	Hispanic
2433	0	Male	Single	22	PHS	Category 4	White
3093	0	Male	Single	24	HS	Category 3	White
9685	0	Male	Single	43	HS	Category 2	White
973	0	Male	Single	15	NHS	Category 4	White
5655	0	Male	Single	35	PHS	Category 2	Black
9762	0	Male	Single	33	HS	Category 2	White
239	0	Male	Single	17	NHS	Category 1	Hispanic
2739	0	Male	Single	20	PHS	Category 4	White
1085	0	Male	Single	16	NHS	Category 3	White
3696	0	Male	Single	25	PHS	Category 1	White
2292	0	Male	Single	20	PHS	Category 4	White
766	0	Male	Single	15	NHS	Category 4	White
9433	0	Male	Single	35	HS	Category 4	White
6624	0	Male	Single	41	PHS	Category 2	White
7248	0	Male	Single	43	PHS	Category 2	White
2457	0	Male	Single	22	PHS	Category 4	White
3018	0	Male	Single	22	HS	Category 2	White
5512	0	Male	Single	36	PHS	Category 3	Other
8110	0	Male	Single	38	PHS	Category 2	White
1542	0	Male	Single	19	HS	Category 4	White
1033	0	Male	Single	16	NHS	Category 3	White
1685	0	Male	Single	22	NHS	Category 3	Black
9394	0	Male	Single	40	HS	Category 2	White
3669	0	Male	Single	27	PHS	Category 2	Hispanic
5247	0	Male	Single	40	NHS	Category 1	White
1077	0	Male	Single	15	NHS	Category 3	White
499	0	Male	Single	15	NHS	Category 2	White
6309	0	Male	Single	31	PHS	Category 1	White
1581	0	Male	Single	18	HS	Category 4	White
347	0	Male	Single	16	NHS	Category 2	Hispanic
305	0	Male	Single	19	NHS	Category 1	Hispanic
3453	0	Male	Single	25	PHS	Category 2	Other
6827	0	Male	Single	37	PHS	Category 4	White
1314	0	Male	Single	18	HS	Category 4	Black
3340	0	Male	Single	25	NHS	Category 1	Hispanic
1015	0	Male	Single	15	NHS	Category 2	White
961	0	Male	Single	15	NHS	Category 3	White
3833	0	Male	Single	26	PHS	Category 3	White
5811	0	Male	Single	33	PHS	Category 4	Black
2928	0	Male	Single	20	HS	Category 1	Hispanic
1561	0	Male	Single	19	HS	Category 3	White
6428	0	Male	Single	31	PHS	Category 4	White
5	0	Male	Single	15	NHS	Category 1	Other
6130	0	Male	Single	44	PHS	Category 1	White
3693	0	Male	Single	29	PHS	Category 1	White
9704	0	Male	Single	31	HS	Category 3	White
3822	0	Male	Single	28	PHS	Category 3	White
6823	0	Male	Single	40	PHS	Category 2	White
7339	0	Male	Single	33	PHS	Category 4	White
809	0	Male	Single	15	NHS	Category 2	White
2046	0	Male	Single	24	PHS	Category 3	Black
3231	0	Male	Single	27	NHS	Category 1	Black
8231	0	Male	Single	39	PHS	Category 2	White
5664	0	Male	Single	44	PHS	Category 3	Black
1889	0	Male	Single	20	NHS	Category 4	White
3077	0	Male	Single	23	HS	Category 2	White
1140	0	Male	Single	18	NHS	Category 2	White
4710	0	Male	Single	25	HS	Category 2	White
61	0	Male	Single	19	NHS	Category 2	Other
1103	0	Male	Single	18	NHS	Category 3	White
596	0	Male	Single	18	NHS	Category 2	White
220	0	Male	Single	15	NHS	Category 3	Black
3310	0	Male	Single	25	NHS	Category 1	Hispanic
3705	0	Male	Single	25	PHS	Category 1	White
6425	0	Male	Single	43	PHS	Category 2	White
1741	0	Male	Single	23	NHS	Category 1	Hispanic
641	0	Male	Single	16	NHS	Category 2	White
439	0	Male	Single	19	NHS	Category 1	White
438	0	Male	Single	17	NHS	Category 1	White
534	0	Male	Single	16	NHS	Category 3	White
3482	0	Male	Single	25	PHS	Category 4	Other
5510	0	Male	Single	39	PHS	Category 2	Other
19	0	Male	Single	17	NHS	Category 4	Other
2498	0	Male	Single	24	PHS	Category 4	White
1617	0	Male	Single	19	HS	Category 3	White
934	0	Male	Single	15	NHS	Category 2	White
4300	0	Male	Single	26	HS	Category 1	Black
1840	0	Male	Single	20	NHS	Category 2	White
3777	0	Male	Single	25	PHS	Category 3	White
106	0	Male	Single	18	NHS	Category 2	Black
7942	0	Male	Single	31	PHS	Category 4	White
3955	0	Male	Single	25	PHS	Category 2	White
333	0	Male	Single	15	NHS	Category 2	Hispanic
5337	0	Male	Single	44	NHS	Category 2	White
8819	0	Male	Single	42	HS	Category 4	Hispanic
3741	0	Male	Single	27	PHS	Category 3	White
3217	0	Male	Single	23	HS	Category 2	White
